"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Measure Impacts to","Feature code","Feature name","Water body","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","measure purpose","Measure location","Measure response","Status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"HDSP592","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CH01","Reduce impact of military installations and activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,0,0,1
"HDSP593","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP594","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CF08","Reduce/eliminate marine contamination with litter",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,1,0,2
"HDSP595","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CH01","Reduce impact of military installations and activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,0,0,1
"HDSP596","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,1,4
"HDSP597","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,1,0,4
"HDSP598","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,1,0,0,0,0,0,0,0,0,2
"HDSP599","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP600","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CF08","Reduce/eliminate marine contamination with litter",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,1,0,2
"HDSP601","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CX01","Support conservation measures in another EU Member State",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP602","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CX02","Support conservation measures in countries outside the EU",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP603","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP604","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP605","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CC05","Adapt/manage fossil energy installation, facilities and operation",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP606","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP607","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CX01","Support conservation measures in another EU Member State",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP608","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CE01","Reduce impact of transport operation and infrastructure",1,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,1,0,0,0,0,0,2
"HDSP609","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CG15","Other measures related to exploitation of species",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,1,0,0,0,0,0,0,0,0,2
"HDSP610","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CE01","Reduce impact of transport operation and infrastructure",1,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,1,0,0,0,0,0,2
"HDSP611","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CG15","Other measures related to exploitation of species",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,1,0,0,0,0,0,0,0,0,2
"HDSP612","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CF08","Reduce/eliminate marine contamination with litter",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,1,0,2
"HDSP613","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP614","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CC05","Adapt/manage fossil energy installation, facilities and operation",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP615","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CX02","Support conservation measures in countries outside the EU",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP616","Ports and traffic","not specified","MMED","ES","Spain","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP617","Ports and traffic","not specified","MBAL","FI","Finland","Species","6307","Pusa hispida botnica","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CG05","Reduce bycatch and incidental killing of non-target species",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,0,0,1
"HDSP618","Ports and traffic","not specified","MBAL","FI","Finland","Species","6307","Pusa hispida botnica","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,1,0,0,0,0,0,0,0,0,2
"HDSP619","Ports and traffic","not specified","MBAL","FI","Finland","Species","6307","Pusa hispida botnica","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CG05","Reduce bycatch and incidental killing of non-target species",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,0,0,1
"HDSP620","Ports and traffic","not specified","MBAL","FI","Finland","Species","6307","Pusa hispida botnica","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,1,0,0,0,0,0,0,0,0,2
