"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Measure Impacts to","Feature code","Feature Name","Water body category","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","Measure purpose","Measure location","Measure response","Status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"HDH514","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE01","Reduce impact of transport operation and infrastructure",1,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH515","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,1,0,3
"HDH516","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH517","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CE01","Reduce impact of transport operation and infrastructure",1,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH518","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,1,0,3
"HDH519","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CG04","Control/eradication of illegal killing, fishing and harvesting",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,1,0,1,0,0,0,0,0,4
"HDH520","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CE01","Reduce impact of transport operation and infrastructure",1,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH521","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,1,0,5
"HDH522","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CN02","Implement climate change adaptation measures",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,1,1,1,1,1,1,1,1,1,11
"HDH523","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CH03","Reduce impact of other specific human actions",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH524","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CF09","Reduce/eliminate noise, light, heat or other forms pollution from industrial, commercial, residential and recreational areas and activities",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,1,3
"HDH525","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CJ01","Reduce impact of mixed source pollution",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH526","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CF10","Manage changes in hydrological and coastal systems and regimes for construction and development",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,3
"HDH527","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CH03","Reduce impact of other specific human actions",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH528","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CG04","Control/eradication of illegal killing, fishing and harvesting",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,1,0,1,0,0,0,0,0,4
"HDH529","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,1,0,5
"HDH530","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CN02","Implement climate change adaptation measures",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,1,1,1,1,1,1,1,1,1,11
"HDH531","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CF09","Reduce/eliminate noise, light, heat or other forms pollution from industrial, commercial, residential and recreational areas and activities",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,1,3
"HDH532","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CJ01","Reduce impact of mixed source pollution",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH533","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,1,0,3
"HDH534","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CF10","Manage changes in hydrological and coastal systems and regimes for construction and development",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,3
"HDH535","Ports and traffic","not specified","MMED","IT","Italy","Habitats","8330","Submerged or partially submerged sea caves","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,"restore","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH536","Ports and traffic","not specified","MBAL","LV","Latvia","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CB12","Reduce marine pollution from forestry activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Conservation measures are addressing only decrease of eutrophication, therefore only long term effects can be expected",1,0,0,0,0,1,0,1,1,0,0,4
"HDH537","Ports and traffic","not specified","MBAL","LV","Latvia","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Conservation measures are addressing only decrease of eutrophication, therefore only long term effects can be expected",1,0,0,0,0,1,0,1,1,0,0,4
"HDH538","Ports and traffic","not specified","MBAL","LV","Latvia","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CB12","Reduce marine pollution from forestry activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Conservation measures are addressing only decrease of eutrophication, therefore only long term effects can be expected",1,0,0,0,0,1,0,1,1,0,0,4
"HDH539","Ports and traffic","not specified","MBAL","LV","Latvia","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Conservation measures are addressing only decrease of eutrophication, therefore only long term effects can be expected",1,0,0,0,0,1,0,1,1,0,0,4
"HDH540","Ports and traffic","not specified","MBAL","LV","Latvia","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CB12","Reduce marine pollution from forestry activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","unpublished information from Latvian Institute of Aquatic Ecology; Results from LIFE project ""Innovative approaches for marine biodiversity monitoring and assessment of conservation status of nature values in the Baltic Sea (MARMONI), project duration 01.10.2010 – 31.03.2015.",1,0,0,0,0,1,0,1,1,0,0,4
"HDH541","Ports and traffic","not specified","MBAL","LV","Latvia","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CI03","Management, control or eradication of other invasive alien species",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","unpublished information from Latvian Institute of Aquatic Ecology; Results from LIFE project ""Innovative approaches for marine biodiversity monitoring and assessment of conservation status of nature values in the Baltic Sea (MARMONI), project duration 01.10.2010 – 31.03.2015.",1,1,0,0,0,1,0,0,0,0,0,3
"HDH542","Ports and traffic","not specified","MBAL","LV","Latvia","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","unpublished information from Latvian Institute of Aquatic Ecology; Results from LIFE project ""Innovative approaches for marine biodiversity monitoring and assessment of conservation status of nature values in the Baltic Sea (MARMONI), project duration 01.10.2010 – 31.03.2015.",1,0,0,0,0,1,0,1,1,0,0,4
"HDH543","Ports and traffic","not specified","MBAL","LV","Latvia","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CB12","Reduce marine pollution from forestry activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","unpublished information from Latvian Institute of Aquatic Ecology; Results from LIFE project ""Innovative approaches for marine biodiversity monitoring and assessment of conservation status of nature values in the Baltic Sea (MARMONI), project duration 01.10.2010 – 31.03.2015.",1,0,0,0,0,1,0,1,1,0,0,4
"HDH544","Ports and traffic","not specified","MBAL","LV","Latvia","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CI03","Management, control or eradication of other invasive alien species",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","unpublished information from Latvian Institute of Aquatic Ecology; Results from LIFE project ""Innovative approaches for marine biodiversity monitoring and assessment of conservation status of nature values in the Baltic Sea (MARMONI), project duration 01.10.2010 – 31.03.2015.",1,1,0,0,0,1,0,0,0,0,0,3
